date,season,target,lag_days,geography,n,weeks,locations,final_total,net_revision_pct,absolute_revision_pct,median_reported_pct,p10_reported_pct,p90_reported_pct,downward_pct
2025-11-22,2025-2026,nhsn_covid_admissions,11,US,1,1,1,3483.0,3.7037037037037037,3.7037037037037037,96.29629629629629,96.29629629629629,96.29629629629629,0.0
2025-11-22,2025-2026,nhsn_covid_admissions,11,states,51,1,51,3467.0,3.7207960773002595,4.932218055956158,98.93617021276596,87.5,100.0,5.88235294117647
2025-11-22,2025-2026,nhsn_flu_admissions,4,US,1,1,1,3580.0,8.8268156424581,8.8268156424581,91.1731843575419,91.1731843575419,91.1731843575419,0.0
2025-11-22,2025-2026,nhsn_flu_admissions,4,states,51,1,51,3415.0,9.106881405563689,11.976573938506588,94.56233421750663,71.28205128205128,100.0,1.9607843137254901
2025-11-22,2025-2026,nhsn_flu_admissions,11,US,1,1,1,3580.0,8.8268156424581,8.8268156424581,91.1731843575419,91.1731843575419,91.1731843575419,0.0
2025-11-22,2025-2026,nhsn_flu_admissions,11,states,51,1,51,3415.0,9.106881405563689,11.976573938506588,94.56233421750663,71.28205128205128,100.0,1.9607843137254901
2025-11-22,2025-2026,nhsn_rsv_admissions,4,US,1,1,1,1851.0,11.237169097784982,11.237169097784982,88.76283090221501,88.76283090221501,88.76283090221501,0.0
2025-11-22,2025-2026,nhsn_rsv_admissions,4,states,51,1,51,1734.0,12.341407151095732,12.341407151095732,93.02884615384616,50.0,100.0,0.0
2025-11-22,2025-2026,nhsn_rsv_admissions,11,US,1,1,1,1851.0,6.37493246893571,6.37493246893571,93.62506753106429,93.62506753106429,93.62506753106429,0.0
2025-11-22,2025-2026,nhsn_rsv_admissions,11,states,51,1,51,1734.0,6.805074971164936,6.805074971164936,100.0,80.74906367041199,100.0,0.0
2025-11-22,2025-2026,nssp_covid_proportion,4,US,1,1,1,0.0035000001080334187,2.8571445677352885,2.8571445677352885,97.14285543226471,97.14285543226471,97.14285543226471,0.0
2025-11-22,2025-2026,nssp_covid_proportion,4,states,50,1,50,0.19789999967906624,7.8322378889774225,8.337543682577458,96.60138448913983,85.55194952554734,100.0,4.0
2025-11-22,2025-2026,nssp_covid_proportion,11,US,1,1,1,0.0035000001080334187,0.0,0.0,100.0,100.0,100.0,0.0
2025-11-22,2025-2026,nssp_covid_proportion,11,states,50,1,50,0.19789999967906624,4.800404450947067,5.406771215026063,98.46890956630503,95.22648765898998,100.0,6.0
2025-11-22,2025-2026,nssp_flu_proportion,4,US,1,1,1,0.009800000116229057,4.081635174342634,4.081635174342634,95.91836482565736,95.91836482565736,95.91836482565736,0.0
2025-11-22,2025-2026,nssp_flu_proportion,4,states,50,1,50,0.3661999987089075,3.5226638044740013,5.488803262604194,97.87018165998418,89.19298395230474,100.11111196194906,10.0
2025-11-22,2025-2026,nssp_flu_proportion,11,US,1,1,1,0.009800000116229057,1.020406417762792,1.020406417762792,98.97959358223721,98.97959358223721,98.97959358223721,0.0
2025-11-22,2025-2026,nssp_flu_proportion,11,states,50,1,50,0.3661999987089075,1.5292188297123928,3.3861275267263595,100.0,94.9999970896171,101.45628328115008,12.0
2025-11-22,2025-2026,nssp_rsv_proportion,4,US,1,1,1,0.0020000000949949026,10.000005820765814,10.000005820765814,89.99999417923419,89.99999417923419,89.99999417923419,0.0
2025-11-22,2025-2026,nssp_rsv_proportion,4,states,50,1,50,0.07019999984186143,3.4188026664388906,9.116807984585988,100.0,82.3333315871036,100.0,4.0
2025-11-22,2025-2026,nssp_rsv_proportion,11,US,1,1,1,0.0020000000949949026,0.0,0.0,100.0,100.0,100.0,0.0
