season,target,lag_days,geography,source,n,weeks,locations,final_total,net_revision_pct,absolute_revision_pct,median_reported_pct,p10_reported_pct,p90_reported_pct,downward_pct
2024-2025,nssp_covid_proportion,4,US,hub_covid_current,7,7,1,0.0348000000230968,4.5976993575921545,4.5976993575921545,95.65217127224228,94.21915386016167,96.59299500917419,0.0
2024-2025,nssp_covid_proportion,4,states,hub_covid_current,350,7,50,1.417000002518762,6.210303470829029,6.379675407495116,95.6832255472437,86.21848488513552,100.0,2.571428571428571
2024-2025,nssp_covid_proportion,11,US,delphi_nssp,35,35,1,0.31760000041686,5.856423334317866,5.856423334317866,94.40559736593318,93.28514121177048,97.0231751569966,0.0
2024-2025,nssp_covid_proportion,11,US,hub_covid_current,8,8,1,0.03839999996125698,0.7812498863131622,0.7812498863131622,100.0,98.13817641723877,100.0,0.0
2024-2025,nssp_covid_proportion,11,states,delphi_nssp,1700,35,49,15.949300040025264,6.860489475683658,6.925696147359683,95.08196669168095,85.82465475903327,99.99999029872365,1.9411764705882355
2024-2025,nssp_covid_proportion,11,states,hub_covid_current,400,8,50,1.5721000044723041,2.5888939518709404,3.2885949532984142,100.0,93.72984118693853,100.0,5.75
2024-2025,nssp_flu_proportion,4,US,delphi_nssp,7,7,1,0.009200000087730587,6.521738112625977,6.521738112625977,92.85714642087733,90.0,96.8421070045505,0.0
2024-2025,nssp_flu_proportion,4,states,delphi_nssp,343,7,49,0.38250000216794433,6.326797941306766,6.849674038872641,99.99999029872365,79.78946889860585,100.0,2.623906705539359
2024-2025,nssp_flu_proportion,11,US,delphi_nssp,43,43,1,0.8433000134536996,4.221512762962928,4.221512762962928,96.04316119366158,94.12224025265279,100.0,0.0
2024-2025,nssp_flu_proportion,11,states,delphi_nssp,2092,43,49,40.15600010115304,4.963891146365951,5.011206670309562,97.19206264065882,86.48648413380282,100.0,2.62906309751434
2024-2025,nssp_rsv_proportion,4,US,hub_rsv_current,7,7,1,0.0012999999671592377,15.384615384615385,15.384615384615385,100.0,50.0,100.0,0.0
2024-2025,nssp_rsv_proportion,4,states,hub_rsv_current,350,7,50,0.05139999975654064,11.673151709552604,14.007782068449796,100.0,50.0,100.0,1.4285714285714286
2024-2025,nssp_rsv_proportion,11,US,delphi_nssp,35,35,1,0.12560000013763783,9.952230827067124,9.952230827067124,88.88888817027578,85.71428452637423,100.0,0.0
2024-2025,nssp_rsv_proportion,11,US,hub_rsv_current,8,8,1,0.001599999981408473,0.0,0.0,100.0,100.0,100.0,0.0
2024-2025,nssp_rsv_proportion,11,states,delphi_nssp,1700,35,49,6.699900018451444,10.862848964713244,10.98225379050418,92.21500600576891,73.96135267394001,100.0,1.9411764705882355
2024-2025,nssp_rsv_proportion,11,states,hub_rsv_current,400,8,50,0.06429999972897349,6.99844488037821,10.419906818878943,100.0,83.33333333333334,100.0,2.5
2025-2026,nhsn_covid_admissions,4,US,hub_covid_current,45,45,1,205199.0,10.270517887514071,10.270517887514071,90.44173648134044,86.75651903575165,92.9372535803893,0.0
2025-2026,nhsn_covid_admissions,4,states,hub_covid_current,2295,45,51,203008.0,10.349345838587642,10.801544766708702,93.33333333333333,68.6842105263158,100.0,3.2679738562091507
2025-2026,nhsn_covid_admissions,11,US,hub_covid_current,47,47,1,214414.0,4.065965841782719,4.065965841782719,96.29629629629629,94.96826218294109,98.41036320647972,0.0
2025-2026,nhsn_covid_admissions,11,states,hub_covid_current,2397,47,51,212177.0,4.090924086965128,4.3737068579535014,100.0,87.35955056179775,100.0,2.7117229870671675
2025-2026,nhsn_flu_admissions,4,US,hub_flusight_current,35,35,1,316263.0,11.305147930677949,11.305147930677949,89.07504919951067,84.27988554146097,91.66742019524622,0.0
2025-2026,nhsn_flu_admissions,4,states,hub_flusight_current,1783,35,51,310938.0,11.436041911892403,11.803317703207714,92.85714285714286,66.66666666666666,100.0,2.69209197980931
2025-2026,nhsn_flu_admissions,11,US,hub_flusight_current,39,39,1,308566.0,3.8584938068354906,3.8584938068354906,95.7670944263551,90.19192902247471,98.0088036860293,0.0
2025-2026,nhsn_flu_admissions,11,states,hub_flusight_current,2001,40,51,307483.0,3.8528959324580545,4.067541945408364,100.0,83.03535498706525,100.0,1.5492253873063468
2025-2026,nhsn_rsv_admissions,4,US,hub_rsv_current,45,45,1,129686.0,10.841571179618462,10.841571179618462,89.21832884097036,84.14994092674598,93.08090799975878,0.0
2025-2026,nhsn_rsv_admissions,4,states,hub_rsv_current,2295,45,51,128191.0,10.938365407867947,11.654484324172524,96.29629629629629,66.66666666666666,100.0,2.9193899782135078
2025-2026,nhsn_rsv_admissions,11,US,hub_rsv_current,47,47,1,135244.0,4.352133920913312,4.352133920913312,95.927446954141,91.6964752640937,98.34250331138095,0.0
2025-2026,nhsn_rsv_admissions,11,states,hub_rsv_current,2397,47,51,133555.0,4.3689865598442585,4.505260005241286,100.0,86.02424242424243,100.0,1.3350020859407592
2025-2026,nssp_covid_proportion,4,US,hub_covid_current,43,43,1,0.2067000005627051,4.2573775823408395,4.2573775823408395,95.45454256821515,92.30769644078065,97.42856526568713,0.0
2025-2026,nssp_covid_proportion,4,states,hub_covid_current,2159,43,51,10.412700034401496,6.231813137123361,6.688947219448008,96.29629406061116,85.7142872981677,100.0,3.520148216767022
2025-2026,nssp_covid_proportion,11,US,hub_covid_current,47,47,1,0.24720000044908375,1.294498252636398,1.294498252636398,100.0,96.3756640451218,100.0,0.0
2025-2026,nssp_covid_proportion,11,states,hub_covid_current,2360,47,51,12.223800037361798,3.0268820282494144,3.7844205418290526,100.0,93.18181914392828,100.0,4.830508474576272
2025-2026,nssp_flu_proportion,4,US,delphi_nssp,4,4,1,0.004600000102072954,6.521739295484857,6.521739295484857,92.12121245688168,90.27272871589243,97.99999875823659,0.0
2025-2026,nssp_flu_proportion,4,US,hub_flusight_current,29,29,1,0.6295000044628978,3.447181356538355,3.447181356538355,96.62397631496023,95.32668818270753,97.84560243528311,0.0
2025-2026,nssp_flu_proportion,4,US,hub_flusight_current:git,4,4,1,0.04709999915212393,3.397023868690712,3.397023868690712,96.56425431069836,96.06501286985375,97.08536383651284,0.0
2025-2026,nssp_flu_proportion,4,states,delphi_nssp,147,3,49,0.12049999982264126,5.3941916910278875,6.7219933588067,99.99999029872365,78.88888525989289,100.0,4.761904761904762
2025-2026,nssp_flu_proportion,4,states,hub_flusight_current,1454,29,51,30.877700069191633,4.6081800814239315,4.7195873887353,97.5308626597581,89.90176884325307,100.0,3.645116918844567
2025-2026,nssp_flu_proportion,4,states,hub_flusight_current:git,200,4,50,1.917799997710972,4.859734653214359,5.4333087803463584,97.34192698095453,87.74999949512937,100.0,7.000000000000001
2025-2026,nssp_flu_proportion,11,US,delphi_nssp,4,4,1,0.004400000092573464,4.545453342816948,4.545453342816948,95.4545478598207,90.27272871589243,100.0,0.0
2025-2026,nssp_flu_proportion,11,US,hub_flusight_current,31,31,1,0.6472000040812418,1.1897402264473664,1.1897402264473664,99.23371778756868,97.22222689320745,100.0,0.0
2025-2026,nssp_flu_proportion,11,US,hub_flusight_current:git,6,6,1,0.03769999940413982,1.3262586413326913,1.3262586413326913,98.67012603655645,93.54166618867673,99.65517298964062,0.0
2025-2026,nssp_flu_proportion,11,states,delphi_nssp,147,3,49,0.12049999982264126,2.572614813524305,3.568466547409543,100.0,88.74999954525265,100.0,3.4013605442176873
2025-2026,nssp_flu_proportion,11,states,hub_flusight_current,1556,31,51,31.6493000643095,1.4581680729299853,1.675550450790273,99.78401362925172,97.03117336997393,100.0,5.655526992287918
2025-2026,nssp_flu_proportion,11,states,hub_flusight_current:git,350,7,50,1.525700003017846,2.6938456526390406,3.7687620418069647,100.0,83.33333333333334,100.0,6.0
2025-2026,nssp_rsv_proportion,4,US,hub_rsv_current,43,43,1,0.10569999992731027,8.230841548715286,8.230841548715286,92.45283400149873,85.96273906136334,100.0,0.0
2025-2026,nssp_rsv_proportion,4,states,hub_rsv_current,2159,43,51,5.723500004693051,8.723682844083493,9.426050282178716,96.00000049670538,75.00000545696834,100.0,1.8990273274664196
2025-2026,nssp_rsv_proportion,11,US,hub_rsv_current,47,47,1,0.11159999996016268,2.7777770435899,2.7777770435899,98.33333617904117,93.64130321809273,100.0,0.0
2025-2026,nssp_rsv_proportion,11,states,hub_rsv_current,2360,47,51,5.957300004913122,3.0315745634572298,3.8608093203884826,100.0,90.90909571964141,100.0,2.669491525423729
