date,target,age,geography,cells,weeks,locations,final_total,net_pct,absolute_pct
2026-05-02,nhsn_covid_admissions,4,states,51,1,51,1570.0,6.050955414012739,7.579617834394904
2026-05-02,nhsn_covid_admissions,11,US,1,1,1,1605.0,0.9345794392523364,0.9345794392523364
2026-05-02,nhsn_covid_admissions,11,states,51,1,51,1570.0,0.9554140127388535,2.1019108280254777
2026-05-02,nhsn_flu_admissions,4,US,1,1,1,1648.0,6.310679611650485,6.310679611650485
2026-05-02,nhsn_flu_admissions,4,states,51,1,51,1544.0,6.865284974093265,7.383419689119171
2026-05-02,nhsn_flu_admissions,11,US,1,1,1,1648.0,1.8203883495145632,1.8203883495145632
2026-05-02,nhsn_flu_admissions,11,states,51,1,51,1544.0,1.9430051813471503,2.461139896373057
2026-05-02,nhsn_rsv_admissions,4,US,1,1,1,2058.0,7.871720116618076,7.871720116618076
2026-05-02,nhsn_rsv_admissions,4,states,51,1,51,2034.0,7.964601769911504,8.357915437561456
2026-05-02,nhsn_rsv_admissions,11,US,1,1,1,2058.0,1.1661807580174928,1.1661807580174928
2026-05-02,nhsn_rsv_admissions,11,states,51,1,51,2034.0,1.1799410029498525,1.376597836774828
2026-05-02,nssp_covid_proportion,4,US,1,1,1,0.00139999995008111,7.142853579122674,7.142853579122674
