candidate,seed,target,season,geography,location,wis,scaled_wis,covered_50,covered_80,covered_90,covered_95
direct,42,wk inc covid hosp,2025-2026,states_dc,42,56.31898801396194,0.03834354268990681,0.3737864077669903,0.6116504854368932,0.7378640776699029,0.7961165048543689
direct,42,wk inc covid hosp,2025-2026,states_dc,44,5.2778905361572,0.05864322817952444,0.3446601941747573,0.5631067961165048,0.6699029126213593,0.7087378640776699
direct,42,wk inc covid hosp,2025-2026,states_dc,45,20.377882242266164,0.048646181686097384,0.2621359223300971,0.46601941747572817,0.5631067961165048,0.6553398058252428
direct,42,wk inc covid hosp,2025-2026,states_dc,46,5.008626109358925,0.045285972848026324,0.21844660194174756,0.34951456310679613,0.4368932038834951,0.49029126213592233
direct,42,wk inc covid hosp,2025-2026,states_dc,47,14.748354590339668,0.031114678141294372,0.32524271844660196,0.6699029126213593,0.7718446601941747,0.8495145631067961
direct,42,wk inc covid hosp,2025-2026,states_dc,48,70.16011702818125,0.030824709610087236,0.33495145631067963,0.5728155339805825,0.6650485436893204,0.7427184466019418
direct,42,wk inc covid hosp,2025-2026,states_dc,49,6.115365782810722,0.02895533919729667,0.3300970873786408,0.47572815533980584,0.5533980582524272,0.6262135922330098
direct,42,wk inc covid hosp,2025-2026,states_dc,50,2.7763008274957475,0.05422464492927052,0.21359223300970873,0.3640776699029126,0.4368932038834951,0.5
direct,42,wk inc covid hosp,2025-2026,states_dc,51,19.372815678532287,0.02905777541760138,0.33495145631067963,0.6019417475728155,0.7038834951456311,0.7669902912621359
direct,42,wk inc covid hosp,2025-2026,states_dc,53,12.485042208496052,0.032496207192918736,0.3155339805825243,0.529126213592233,0.6553398058252428,0.7427184466019418
direct,42,wk inc covid hosp,2025-2026,states_dc,54,12.751959378517203,0.04477514978211769,0.21844660194174756,0.3786407766990291,0.4854368932038835,0.558252427184466
direct,42,wk inc covid hosp,2025-2026,states_dc,55,25.65949530220336,0.042901682577508315,0.25728155339805825,0.4854368932038835,0.5728155339805825,0.6359223300970874
direct,42,wk inc covid hosp,2025-2026,states_dc,56,3.627870945335315,0.06936656334359928,0.2524271844660194,0.4223300970873786,0.5097087378640777,0.587378640776699
direct,42,wk inc covid prop ed visits,2025-2026,US,US,0.0012907539391947664,0.04953008196947255,0.16019417475728157,0.2961165048543689,0.3592233009708738,0.38349514563106796
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,01,0.0013353181637836308,0.03798913807063889,0.2087378640776699,0.4320388349514563,0.5048543689320388,0.5533980582524272
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,02,0.0014672350844099733,0.04176589669612151,0.13106796116504854,0.27184466019417475,0.36893203883495146,0.4223300970873786
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,04,0.00181764880747508,0.06742020700266536,0.2524271844660194,0.4077669902912621,0.45145631067961167,0.49514563106796117
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,05,0.0012896971948291006,0.046391986524615694,0.1941747572815534,0.42718446601941745,0.5145631067961165,0.5825242718446602
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,06,0.0012797315768216832,0.04920152660746651,0.11165048543689321,0.23300970873786409,0.3592233009708738,0.38349514563106796
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,08,0.0011614721056592023,0.04748455235272928,0.23300970873786409,0.3932038834951456,0.48058252427184467,0.5436893203883495
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,09,0.0014890083521960564,0.05092369274596425,0.30097087378640774,0.49514563106796117,0.5679611650485437,0.5922330097087378
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,10,0.0016754765043080924,0.06625055552729892,0.2087378640776699,0.4029126213592233,0.4854368932038835,0.5097087378640777
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,11,0.0014045473707029767,0.056339666193883066,0.1407766990291262,0.2815533980582524,0.3932038834951456,0.4223300970873786
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,12,0.0012986650900981508,0.039081105014599396,0.3106796116504854,0.529126213592233,0.5922330097087378,0.6747572815533981
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,13,0.0010394891766945925,0.047035709967954496,0.18446601941747573,0.3640776699029126,0.4320388349514563,0.5145631067961165
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,15,0.0017045610279149803,0.043351001319596856,0.12135922330097088,0.30097087378640774,0.38349514563106796,0.48058252427184467
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,16,0.0013727564895150135,0.051145927963495194,0.20388349514563106,0.4223300970873786,0.5339805825242718,0.6262135922330098
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,17,0.001520152574438871,0.04437106037885008,0.2815533980582524,0.441747572815534,0.5194174757281553,0.587378640776699
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,18,0.0013786855620325513,0.04057345006841843,0.24271844660194175,0.34951456310679613,0.46116504854368934,0.529126213592233
direct,42,wk inc covid prop ed visits,2025-2026,states_dc,19,0.0016076331966095793,0.03871017817375951,0.20388349514563106,0.35436893203883496,0.39805825242718446,0.4174757281553398
