config_id,seed,geography,wk inc flu hosp,wk inc covid hosp,wk inc rsv hosp,wk inc flu prop ed visits,wk inc covid prop ed visits,wk inc rsv prop ed visits,combined
Forward Joint gated,44,all,1.248603255928829,1.043415885436959,1.3791366111394616,1.0615775637478537,1.6812008891966175,1.231526677567253,1.257401848391358
Forward Joint gated,44,states_dc,1.2203426772750778,1.0951531268738803,1.3613048342074408,1.067573782184239,1.5018945398081391,1.2039986452195548,1.2363409159916368
Forward Separate,42,US,0.9637556425817593,0.92936555582705,1.1535647010688057,0.9623315982904916,1.0934023077832284,0.9637245791800421,1.0125366982454436
Forward Separate,42,all,1.0135205479606588,1.0149498159099635,1.250853201226162,1.0628455204057972,1.0785941454784946,0.9038361698708312,1.0671025517720767
Forward Separate,42,states_dc,1.0259617743053835,1.0363458809306916,1.2751753262655008,1.087974000934623,1.0748921049023112,0.8888640675435285,1.0807440151537349
Forward Separate,43,US,0.8070001291127072,0.8821725401991672,1.2600914912592767,0.8511220937482529,0.9133795576057488,0.9861324072341822,0.9610180421922762
Forward Separate,43,all,0.9246415774289338,1.0060677097908999,1.2150002384050547,0.9709258837051271,1.0227157172646912,0.9472534086986265,1.025812673435358
Forward Separate,43,states_dc,0.9540519395079904,1.0370415021888328,1.203727425191499,1.0008768311943457,1.0500497571794267,0.9375336590647377,1.042011331246128
Forward Separate,44,US,0.858455243320206,0.6572569145115045,1.498472680769328,0.8251581973836116,1.064912429343402,1.841541223805337,1.084442391970492
Forward Separate,44,all,0.9319761754771169,0.9265938939072207,1.374184889924369,0.9439709100195953,1.0682976943368776,1.409274682281691,1.0985614672506196
Forward Separate,44,states_dc,0.9503564085163445,0.9939281387561494,1.3431129422131287,0.973674088178591,1.0691440105852468,1.3012080469007792,1.1020912360706514
