candidate,seed,target,kind,age_days,n,wis,ae_median,scaled_wis,scaled_ae,baseline_ae,baseline_scaled_ae,covered_50,covered_80,covered_90,covered_95
separate,43,wk inc covid hosp,revision,4,2340,40.24399167111989,67.84888673979847,0.011477044560325014,0.016954645878573992,103.16523132324218,0.01844825632870197,0.5278431372549021,0.7968627450980393,0.8732026143790851,0.9086710239651417
separate,43,wk inc covid hosp,revision,11,2444,26.1570486433004,41.589854041448106,0.007462199715771575,0.011009053710195735,41.99624443054199,0.00800887867808342,0.4786816854401335,0.8146015853149772,0.9068836045056321,0.9360033375052148
separate,43,wk inc covid prop ed visits,reconstruction,4,510,0.003704341580541723,0.004341707894415594,0.12867866125371738,0.15066226878463612,,,0.0728,0.12240000000000001,0.16,0.17600000000000002
separate,43,wk inc covid prop ed visits,reconstruction,11,306,0.004343332286059614,0.004861623294476885,0.15145141141511917,0.16936022814573445,,,0.008,0.015999999999999997,0.018666666666666665,0.021333333333333333
separate,43,wk inc covid prop ed visits,revision,4,2201,0.00016337246640062055,0.00022041570571526407,0.0055008697736680795,0.0074327152173634115,0.00030161879549268634,0.010220541059970858,0.37373461012311904,0.6732330141358869,0.7903784769721842,0.8481988144094849
separate,43,wk inc covid prop ed visits,revision,11,2405,0.0001782518419588873,0.0002402497647584851,0.00605714502338579,0.008213897709168944,0.00017376720206812026,0.0058394677471369505,0.30517313308302046,0.6099290780141844,0.7363370880267002,0.811305798915311
separate,43,wk inc flu hosp,reconstruction,4,782,44.75850415107176,69.62036451966732,0.011014579712115218,0.014719265640034168,,,0.21267973856209152,0.40738562091503266,0.5020915032679738,0.5654901960784314
separate,43,wk inc flu hosp,reconstruction,11,560,42.08597654786552,62.15009547118545,0.014055029317207328,0.01820139848844357,,,0.28385026737967917,0.48399286987522283,0.5420320855614974,0.593939393939394
separate,43,wk inc flu hosp,revision,4,1818,37.97521472245165,56.7493536929321,0.014756554974304918,0.021101580891147324,220.77124938964843,0.03065193742513657,0.33664854176964903,0.5667292799472731,0.6724666337123084,0.7589059153072995
separate,43,wk inc flu hosp,revision,11,2092,17.42462256923998,26.416942875006697,0.006428006842960758,0.009060824928125185,64.90936393737793,0.009809191152453423,0.281037780966045,0.642491630798661,0.7758345289335248,0.8418914395026303
