label,target,season,geography,horizon,wis_mean,wis_std,wis_ratio_mean,wis_ratio_std,bias_mean,bias_std,interval_coverage_50_mean,interval_coverage_50_std,interval_coverage_95_mean,interval_coverage_95_std,dispersion_mean,dispersion_std,underprediction_mean,underprediction_std,overprediction_mean,overprediction_std
anchor,wk inc flu hosp,2025-2026,US,2,3047.4991666666665,366.10579785598446,0.9730652174722861,0.1168974291134118,-0.33869047619047615,0.1963419722525655,0.3452380952380952,0.12542444943872313,0.8571428571428572,0.061858957413174244,506.9158333333333,71.3364329613175,1950.1952380952378,352.68071227801084,590.3880952380952,247.61304327656143
anchor,wk inc flu hosp,2025-2026,US,3,3378.807619047619,381.26509431918373,0.9169235520776494,0.10346577372312925,-0.43690476190476185,0.20384015262732028,0.3333333333333333,0.08247860988423221,0.8809523809523809,0.05455447255899817,623.6719047619048,73.48138838905619,2213.1428571428573,403.8171734099682,541.9928571428571,181.0254871276305
anchor,wk inc flu hosp,2025-2026,US,all,2521.5520535714286,296.7779822576696,0.9877010313835727,0.11624900574733744,-0.34821428571428575,0.24316919618228536,0.36607142857142855,0.12499999999999997,0.8839285714285715,0.06249999999999998,451.53300595238096,68.391775300408,1580.6714285714286,297.9760176186883,489.34761904761905,216.0859642124734
anchor,wk inc flu hosp,2025-2026,states_dc,0,31.042642390289455,2.786284686457464,1.0014015755205834,0.08988248615524391,-0.2152077497665732,0.1618025095176028,0.3228291316526611,0.056035537677345336,0.7324929971988796,0.08840464385077595,6.306321195144725,1.4042603969006653,18.20438842203548,3.1968724704323326,6.531932773109244,3.7588615908704313
anchor,wk inc flu hosp,2025-2026,states_dc,1,54.414453781512606,6.088677724469039,1.0146172085460237,0.11353007826453664,-0.1819211017740429,0.13913468988905617,0.2903828197945844,0.04654273270351867,0.6935107376283848,0.0892474882012668,8.449747899159663,1.5338842375532242,34.575070028011204,4.2176838585991465,11.389635854341735,5.712504162537915
anchor,wk inc flu hosp,2025-2026,states_dc,2,70.12948412698412,6.951865242833109,0.9762651034711703,0.09677617802411126,-0.21086601307189537,0.11648094215532462,0.296218487394958,0.03712805641964024,0.7142857142857143,0.08314480946748035,10.759922969187675,1.6047136585842625,45.78986928104575,5.020995734493531,13.5796918767507,5.3600574612923815
anchor,wk inc flu hosp,2025-2026,states_dc,3,78.94579131652661,6.63775004828939,0.9579654434388752,0.08054558783192298,-0.22361111111111112,0.09951007701893874,0.32236227824463115,0.04317005858596159,0.7390289449112979,0.06246770750206434,12.98187908496732,1.6252246430286978,52.05060690943045,5.292738968612703,13.913305322128855,4.191706319224788
anchor,wk inc flu hosp,2025-2026,states_dc,all,58.63309290382819,5.5306735803710545,0.9818244419120091,0.0926123837668261,-0.20790149393090562,0.12847421691028904,0.30794817927170864,0.04515890565675623,0.7198295985060691,0.08006087201221522,9.624467787114845,1.5413346136117232,37.65498366013072,4.168085302322118,11.353641456582631,4.750483322903181
anchor,wk inc flu prop ed visits,2025-2026,US,0,0.0025978852996057333,6.397338624703808e-05,1.0968014052330493,0.027008929125496076,-0.11369047619047612,0.05164183625415231,0.5714285714285715,0.0944911182523068,0.9642857142857144,0.035714285714285685,0.0008912295593516665,0.00017957540791841014,0.0011737957549289666,0.0001439999732288473,0.0005328599853249666,0.00012687050945992836
anchor,wk inc flu prop ed visits,2025-2026,US,1,0.0049036825057865675,0.0003377967132968358,1.0818782588675184,0.07452662761129861,-0.05833333333333333,0.08036375634160792,0.4761904761904761,0.10309826235529033,0.8809523809523809,0.0206196524710581,0.0010680347791805333,0.00019692973608361722,0.002589173774842467,0.00038069414107841295,0.0012464739517634334,0.00018181277643031831
anchor,wk inc flu prop ed visits,2025-2026,US,2,0.006745588113503333,0.0004492698520952806,1.1190832801149122,0.07453321656759006,0.060714285714285665,0.030980984951602626,0.32142857142857134,0.09449111825230683,0.8452380952380952,0.08247860988423227,0.0012079091331064,0.00022000686646141793,0.0036656873588706666,0.0005408014310273718,0.0018719916215260667,0.00019238102478123123
anchor,wk inc flu prop ed visits,2025-2026,US,3,0.007968937133931167,0.0005109237166397708,1.1981467387033673,0.07681847334591332,0.2125,0.06209049518112042,0.3095238095238095,0.05455447255899806,0.75,0.0714285714285714,0.0012952917361280668,0.00024599146391616117,0.004615724227605767,0.0006333262183149672,0.0020579211701971666,0.00019214182443010326
anchor,wk inc flu prop ed visits,2025-2026,US,all,0.0055540232632066665,0.00033438452121261974,1.1346320153342588,0.06831145013624017,0.02529761904761907,0.04844589980930614,0.41964285714285704,0.0861040246517228,0.8601190476190476,0.049174737029340214,0.0011156163019416666,0.00020546390361655414,0.0030110952790619997,0.00040963001347638507,0.0014273116822029,0.00016070684513738753
