target,season,geography,horizon,wis_mean,wis_std,wis_ratio_mean,wis_ratio_std,bias_mean,bias_std,interval_coverage_50_mean,interval_coverage_50_std,interval_coverage_95_mean,interval_coverage_95_std,dispersion_mean,dispersion_std,underprediction_mean,underprediction_std,overprediction_mean,overprediction_std,candidate,control
wk inc covid hosp,2025-2026,states_dc,1,-0.013294711824125708,1.0889622482359431,-0.001090922448939417,0.08935683438375233,-0.1104872251931075,0.043589097486858235,-0.07872846108140229,0.04963623936388076,-0.09239453357100418,0.08197746105617294,-1.1161764705882358,0.5546369528254527,1.5207070707070711,0.6936959893447333,-0.41782531194295885,0.947089337099984,anchor,baseline
wk inc covid hosp,2025-2026,states_dc,2,-0.7286213710290331,1.000887038011651,-0.04423867446667359,0.060769444341135424,-0.1609743122055023,0.07844469450870853,-0.05274357805137555,0.0369366427665458,-0.05988752089983281,0.0563710601342027,-1.3344885240918078,0.3737709176625041,2.1315397476820173,0.16180648301460912,-1.525672594619243,1.0933190826507844,anchor,baseline
wk inc covid hosp,2025-2026,states_dc,3,-1.4185325241207636,0.9419224434718665,-0.07225102775363919,0.047975540530692605,-0.18075785869903513,0.11951956335932072,-0.05057578586990349,0.04826987309657175,-0.05602240896358542,0.041128168980834795,-1.8789433551198258,0.784320437984444,2.74727668845316,0.868487510815984,-2.286865857454092,1.268630795378603,anchor,baseline
wk inc covid hosp,2025-2026,states_dc,all,-0.45942979490646724,0.9914248378698957,-0.03231583021178682,0.06973582706988792,-0.12329276538201478,0.061366174548594235,-0.07501314702126062,0.044756070856130536,-0.0854556381939749,0.07328792893900969,-1.3496258733378415,0.33100965867929943,1.7971978063255951,0.29987199915315854,-0.907001727894223,0.9864324873286541,anchor,baseline
wk inc covid prop ed visits,2025-2026,US,0,-0.0002116155719474,0.00012363166474577668,-1.614693937923706,0.9433488176856137,1.0149425287356322,0.07516002217807646,0.18390804597701146,0.4379898593852333,0.09195402298850575,0.08677970615253736,-1.2645527925373422e-06,3.276230553169308e-05,-0.00026973727038829496,0.000141450153914596,5.938625123349931e-05,2.6256261096664682e-05,anchor,baseline
wk inc covid prop ed visits,2025-2026,US,1,-0.00011133138212796667,0.00010321231857604921,-0.6089808787545444,0.564569731043887,0.7583333333333333,0.14638864147788763,-0.023809523809523798,0.2680554821237549,0.07142857142857144,0.07142857142857145,1.6015332966966538e-05,3.2566486893202e-05,-0.0002251416248955862,0.00012009132243540456,9.779490980070667e-05,2.062476060145255e-05,anchor,baseline
wk inc covid prop ed visits,2025-2026,US,2,-3.3508431174000006e-05,8.090748367436726e-05,-0.1346084895926106,0.3250177281532458,0.6438271604938272,0.15549307975256452,-0.09876543209876544,0.20398409434392972,0.06172839506172841,0.130069799417935,3.12299011293e-05,3.346327174365029e-05,-0.00018104304578871603,9.622255317374868e-05,0.00011630471348547829,1.3610954531784272e-05,anchor,baseline
wk inc covid prop ed visits,2025-2026,US,3,1.6111641681533327e-05,6.883632847728911e-05,0.05006677598228534,0.2139082475544057,0.5192307692307693,0.14136904576530088,-1.850371707708594e-17,0.10175966581017658,0.07692307692307691,0.1762529113444554,4.015264675073334e-05,3.6796929419751615e-05,-0.00014322181969111898,7.561610185570913e-05,0.00011918081462185845,3.08972682190516e-05,anchor,baseline
wk inc covid prop ed visits,2025-2026,US,all,-8.854504767303335e-05,8.747075618096184e-05,-0.40570416130192993,0.40078186987792347,0.7413636363636362,0.12755731170181922,0.018181818181818205,0.2384523099746182,0.07575757575757573,0.11439143083743555,2.0899394891814e-05,3.2799170369790137e-05,-0.00020671159896911632,0.00010917477610898442,9.726715640421776e-05,9.95106044891649e-06,anchor,baseline
wk inc covid prop ed visits,2025-2026,states_dc,0,-3.356555374253332e-05,2.70345288535147e-05,-0.11636378778301555,0.09372227857305232,-0.15445283882783886,0.1191615551523491,0.00938644688644689,0.05040166923309295,-0.008699633699633705,0.04376424788555107,-1.5984232152518456e-05,1.7137090389074442e-05,2.2720215924486135e-05,2.373722184590054e-05,-4.030153751451975e-05,4.7720752815690256e-05,anchor,baseline
